,종목코드,현재가,종목명,배당률,영업이익,부채비율,ROA,per,psr,pcr,pbr,perRanK,psrRanK,pcrRanK,pbrRanK,totalRank
49,A084110,29300,휴온스글로벌,1.6200000047683716,122477800000.0,24.920000076293945,8.220000267028809,9.92820286680525,0.7785099372940801,5.730490905534911,0.8749402771141902,32,43,56,52,183
50,A109860,11550,동일금속,1.9900000095367432,26999000000.0,18.5,8.930000305175781,11.379310344827585,0.863938963273244,6.260162601626016,0.6864784546805349,44,48,59,36,187
51,A001630,87900,종근당홀딩스,1.4700000286102295,181073800000.0,29.90999984741211,6.550000190734863,9.241501372479066,0.7065802800598061,6.901695979899498,0.9905787955283087,26,39,64,59,188
52,A134380,40050,미원화학,2.490000009536743,27447400000.0,8.859999656677246,8.510000228881836,12.142552291291707,0.6302917755185546,5.490061686086361,0.9298384101040119,51,34,52,55,192
53,A102710,20700,이엔에프테크놀로,0.47999998927116394,98385800000.0,38.560001373291016,14.050000190734863,11.37523483836082,0.6430968062632036,5.524419535628502,1.2135068589518114,43,36,54,61,194
54,A004000,47500,롯데정밀화학,3.569999933242798,341509800000.0,23.3799991607666,16.719999313354492,13.636211903728677,0.9163515703372174,4.081106624280436,0.8657614143807527,65,51,35,48,199
55,A151860,3295,KG ETS,3.0299999713897705,34260800000.0,44.150001525878906,9.079999923706055,13.156610470275066,0.9487474805643535,4.845588235294118,0.7569492304158052,60,52,46,41,199
56,A003780,3350,진양산업,2.9800000190734863,15477400000.0,43.13999938964844,6.929999828338623,10.692364350601522,0.709896164441619,8.981233243967829,1.1551724137931034,38,40,69,60,207
57,A900250,2300,크리스탈신소재,2.759999990463257,44068600000.0,17.229999542236328,11.079999923706055,13.44337842545486,2.0282186948853616,4.609218436873747,0.6110520722635494,63,70,44,32,209
58,A002290,3220,삼일기업공사,3.0999999046325684,11164400000.0,8.819999694824219,5.570000171661377,13.590197413206262,0.6519538368090707,11.666666666666666,0.687299893276414,64,37,74,37,212
59,A079940,8000,가비아,0.3700000047683716,34466000000.0,32.61000061035156,12.579999923706055,11.938861300992283,0.8114413226493559,5.7430007178750895,1.6309887869520896,49,44,57,68,218
60,A241790,9930,오션브릿지,4.019999980926514,29526000000.0,48.31999969482422,29.43000030517578,12.171485992277992,1.0124388254486134,4.945219123505976,1.6968557758031442,52,55,48,69,224
61,A039340,4610,한국경제TV,2.1600000858306885,32132800000.0,17.950000762939453,14.15999984741211,12.539025543992432,1.2745369090406413,5.902688860435339,0.917047941117963,56,60,58,54,228
62,A024090,12350,디씨엠,2.0199999809265137,42442200000.0,15.369999885559082,4.289999961853027,12.937147461724416,1.0418424160620887,10.240464344941957,0.872791519434629,58,56,73,50,237
63,A005500,26800,삼진제약,2.9800000190734863,109098000000.0,21.889999389648438,12.800000190734863,12.975269940787182,1.4799271080678116,5.205905205905206,1.8984203442657788,59,63,50,70,242
64,A028150,159300,GS홈쇼핑,4.389999866485596,270856400000.0,27.90999984741211,12.460000038146973,14.66660470271332,0.8972777505534058,6.578295341922696,0.9494746002133785,74,49,62,57,242
65,A084370,13550,유진테크,1.690000057220459,84253600000.0,15.529999732971191,8.270000457763672,14.004707247880209,1.5496340347666973,5.324165029469548,1.2736159413478711,67,65,51,62,245
66,A189690,6160,포시에스,1.5399999618530273,14789600000.0,4.21999979019165,13.6899995803833,11.895452230215827,2.443474811582705,10.048939641109298,0.9378806333739342,47,72,72,56,247
67,A115310,21350,인포바인,4.440000057220459,19433200000.0,4.340000152587891,12.720000267028809,13.3296934004693,3.454692556634304,7.8840472673559825,0.8405511811023622,61,74,68,45,248
68,A036810,6950,에프에스티,1.149999976158142,36780200000.0,48.5,19.360000610351562,14.528877704308297,1.0738566131025957,5.632090761750405,1.3432547352145343,72,58,55,64,249
69,A122310,17850,제노레이,1.6799999475479126,21386400000.0,29.950000762939453,27.350000381469727,14.517416417910448,1.4615573569147629,5.516069221260816,1.6014713798672169,71,62,53,67,253
70,A003800,34800,에이스침대,2.869999885559082,99712000000.0,10.539999961853027,6.960000038146973,14.707774390243902,1.5834736315238658,7.724750277469479,0.8601725288577996,75,66,67,46,254
71,A036830,70000,솔브레인,1.0700000524520874,337706000000.0,37.11000061035156,14.529999732971191,13.704050523236187,1.204653404006333,6.931379344489553,1.52761713549964,66,59,65,66,256
72,A284740,39550,쿠쿠홈시스,1.409999966621399,233468200000.0,34.970001220703125,9.510000228881836,14.44353588925601,1.660160349242329,6.3442412576195055,2.2138259165966976,69,67,60,72,268
73,A034950,63000,한국기업평가,3.740000009536743,90835200000.0,27.399999618530273,18.510000228881836,11.966716114457832,3.196671402476152,18.28206616366802,2.809114014357694,50,73,75,75,273
74,A033290,6110,코웰패션,0.6499999761581421,144985200000.0,46.81999969482422,26.799999237060547,14.492751211930598,1.492063492063492,7.618453865336658,2.426528991262907,70,64,66,74,274
75,A130580,7950,나이스디앤비,1.8799999952316284,32638200000.0,25.360000610351562,22.209999084472656,14.254278728606357,1.9390243902439024,9.754601226993865,2.349290780141844,68,69,71,73,281
