,종목코드,현재가,시가,종목명,총상장주식수,PER,배당률,부채비율,유보율,ROA,순이익증가율,BPS,영업이익,결산년월,분기영업이익,분기ROE,분기유보율,분기부채비율,최근분기년월,SPS,CFPS,per,debt,pbr,roa,psr,pcr,per_rank,pbr_rank,psr_rank,pcr_rank,sum_rank
64,A120240,13800,13950,대정화금,7100391,9.0600004196167,2.1700000762939453,12.380000114440918,3125.050048828125,9.4399995803833,36.95000076293945,16288,9242000000,201812,2548000000,9.520000457763672,3157.659912109375,19.3700008392334,201903,10929,1610,9.61395170722135,12.380000114440918,0.8472495088408645,9.4399995803833,1.262695580565468,8.571428571428571,68,41,58,63,230
65,A033270,18500,18650,유나이티드제약,16207322,9.239999771118164,1.7799999713897705,32.150001525878906,2993.0,14.729999542236328,13.670000076293945,14369,37750000000,201812,8333000000,16.100000381469727,3047.340087890625,34.56999969482422,201903,13354,2692,8.995423526941078,32.150001525878906,1.2874939105017746,14.729999542236328,1.3853527033098696,6.872213967310549,60,56,62,54,232
66,A018250,29050,28400,애경산업,26346535,12.3100004196167,1.5399999618530273,32.70000076293945,1076.8299560546875,28.479999542236328,59.720001220703125,12029,79170000000,201812,22952000000,23.559999465942383,1102.449951171875,37.560001373291016,201903,27030,3768,8.33660292948327,32.70000076293945,2.4149970903649516,28.479999542236328,1.0747317795042546,7.709660297239915,55,69,53,59,236
67,A036670,9890,9510,KCI,11270000,10.970000267028809,1.8200000524520874,18.40999984741211,961.1300048828125,16.979999542236328,123.20999908447266,5039,11320000000,201812,3917000000,22.75,983.7000122070312,27.6299991607666,201903,5719,1256,7.113881797293847,18.40999984741211,1.9626910101210557,16.979999542236328,1.7293233082706767,7.874203821656051,46,67,68,61,242
68,A284740,45650,45050,쿠쿠홈시스,22437330,23.610000610351562,1.2200000286102295,34.970001220703125,16494.73046875,9.510000228881836,1473.510009765625,17420,67523000000,201812,32056000000,22.860000610351562,17346.4296875,38.0,201903,20346,6234,7.988084247098827,34.970001220703125,2.6205510907003444,9.510000228881836,2.243684262262853,7.322746230349695,53,70,70,57,250
69,A033290,6310,6430,코웰패션,90500234,11.029999732971191,0.6299999952316284,46.81999969482422,362.3599853515625,26.799999237060547,14.34000015258789,2394,71010000000,201812,17011000000,24.25,382.0199890136719,45.31999969482422,201903,3881,802,8.392458946270061,46.81999969482422,2.635756056808688,26.799999237060547,1.6258696212316412,7.867830423940149,56,71,66,60,253
70,A086450,63500,64500,동국제약,8892000,11.619999885559082,0.8100000023841858,44.81999969482422,1298.0,16.270000457763672,20.959999084472656,35454,55114000000,201812,14506000000,15.760000228881836,1332.0400390625,49.31999969482422,201903,46509,7128,9.731180201296015,44.81999969482422,1.79105319569019,16.270000457763672,1.3653271409834655,8.908529741863076,69,65,61,66,261
71,A064760,48500,49300,티씨케이,11675000,11.369999885559082,1.850000023841858,16.290000915527344,3054.35009765625,28.43000030517578,25.6200008392334,16029,59075000000,201812,16562000000,29.1200008392334,3105.830078125,21.18000030517578,201903,15108,5927,8.547239161936965,16.290000915527344,3.0257657994884273,28.43000030517578,3.2102197511252317,8.182891850852034,59,73,73,62,267
72,A100700,3220,3360,세운메디칼,43800000,14.0600004196167,1.5499999523162842,10.449999809265137,1895.300048828125,11.789999961853027,8.260000228881836,1995,13767000000,201812,3606000000,12.0,1919.3599853515625,15.550000190734863,201903,1475,267,9.777870216306157,10.449999809265137,1.6140350877192982,11.789999961853027,2.183050847457627,12.059925093632959,71,62,69,71,273
73,A119860,20550,20200,다나와,13074822,14.949999809265137,1.5499999523162842,20.530000686645508,1306.18994140625,19.68000030517578,21.329999923706055,7082,20166000000,201812,7344000000,27.989999771118164,1336.280029296875,23.709999084472656,201903,8515,1845,9.146500275735294,20.530000686645508,2.9017226772098277,19.68000030517578,2.4133881385789784,11.138211382113822,61,72,71,70,274
